,Code,Country,Year,Migration Type,Total Migration,Gender,Country 1,Country 1 Count,Country 2,Country 2 Count,Country 3,Country 3 Count,Country 4,Country 4 Count,Country 5,Country 5 Count
0,231,Ethiopia,2005,Emigration,282510,female,United States of America,59576,Sudan,55315,Saudi Arabia,54566,Israel,33443,Kenya,11759
0,231,Ethiopia,2005,Emigration,238578,male,Sudan,52417,United States of America,50282,Israel,33746,Saudi Arabia,24805,Italy,10752
0,231,Ethiopia,2005,Emigration,521088,total,United States of America,109858,Sudan,107732,Saudi Arabia,79371,Israel,67189,Kenya,20917
0,231,Ethiopia,2005,Immigration,269725,female,Somalia,161785,South Sudan,63903,Sudan,8957,Eritrea,3328,Djibouti,1583
0,231,Ethiopia,2005,Immigration,244517,male,Somalia,165760,South Sudan,46624,Sudan,6534,Eritrea,2428,Djibouti,1157
0,231,Ethiopia,2005,Immigration,514242,total,Somalia,327545,South Sudan,110527,Sudan,15491,Eritrea,5756,Djibouti,2740
0,231,Ethiopia,2010,Emigration,338561,female,United States of America,81900,Saudi Arabia,72127,Israel,38744,Sudan,36247,Kenya,13043
0,231,Ethiopia,2010,Emigration,285001,male,United States of America,70898,Israel,39285,Sudan,34430,Saudi Arabia,30783,Italy,17529
0,231,Ethiopia,2010,Emigration,623562,total,United States of America,152798,Saudi Arabia,102910,Israel,78029,Sudan,70677,Italy,30396
0,231,Ethiopia,2010,Immigration,297534,female,Somalia,189516,South Sudan,63950,Sudan,8963,Eritrea,3329,Djibouti,1584
0,231,Ethiopia,2010,Immigration,270186,male,Somalia,172093,South Sudan,58071,Sudan,8139,Eritrea,3025,Djibouti,1441
0,231,Ethiopia,2010,Immigration,567720,total,Somalia,361609,South Sudan,122021,Sudan,17102,Eritrea,6354,Djibouti,3025
0,231,Ethiopia,2015,Emigration,400192,female,United States of America,103247,Saudi Arabia,91518,Israel,39760,Sudan,31232,Kenya,20032
0,231,Ethiopia,2015,Emigration,353049,male,United States of America,107670,Israel,40714,Saudi Arabia,39975,Sudan,29502,Italy,17846
0,231,Ethiopia,2015,Emigration,753241,total,United States of America,210917,Saudi Arabia,131493,Israel,80474,Sudan,60734,Kenya,36889
0,231,Ethiopia,2015,Immigration,591876,female,Somalia,225826,South Sudan,209303,Eritrea,104046,Sudan,20012,Djibouti,1889
0,231,Ethiopia,2015,Immigration,570700,male,Somalia,217084,South Sudan,185899,Eritrea,101984,Sudan,19527,Djibouti,1816
0,231,Ethiopia,2015,Immigration,1162576,total,Somalia,442910,South Sudan,395202,Eritrea,206030,Sudan,39539,Djibouti,3705
0,231,Ethiopia,2017,Emigration,426933,female,United States of America,106672,Saudi Arabia,102331,Israel,38779,Sudan,36703,Kenya,19924
0,231,Ethiopia,2017,Emigration,373946,male,United States of America,111241,Saudi Arabia,46422,Israel,39710,Sudan,34928,Italy,18116
0,231,Ethiopia,2017,Emigration,800879,total,United States of America,217913,Saudi Arabia,148753,Israel,78489,Sudan,71631,Kenya,36692
0,231,Ethiopia,2017,Immigration,624222,female,Somalia,238168,South Sudan,220756,Eritrea,109731,Sudan,21105,Djibouti,1992
0,231,Ethiopia,2017,Immigration,602921,male,Somalia,229340,South Sudan,196394,Eritrea,107741,Sudan,20629,Djibouti,1918
0,231,Ethiopia,2017,Immigration,1227143,total,Somalia,467508,South Sudan,417150,Eritrea,217472,Sudan,41734,Djibouti,3910
0,288,Ghana,1990,Emigration,188537,female,Nigeria,42256,Côte d'Ivoire,39197,United Kingdom,15509,Germany,14758,Italy,14729
0,288,Ghana,1990,Emigration,184766,male,Côte d'Ivoire,60290,Nigeria,33066,United Kingdom,16363,Burkina Faso,16008,Italy,10364
0,288,Ghana,1990,Emigration,373303,total,Côte d'Ivoire,99487,Nigeria,75322,United Kingdom,31872,Italy,25093,Burkina Faso,24542
0,288,Ghana,1990,Immigration,83030,female,Togo,27448,Burkina Faso,22731,Nigeria,7872,Liberia,5296,Benin,4483
0,288,Ghana,1990,Immigration,81821,male,Togo,34105,Burkina Faso,18937,Nigeria,7004,Liberia,4528,Benin,4476
0,288,Ghana,1990,Immigration,164851,total,Togo,61553,Burkina Faso,41668,Nigeria,14876,Liberia,9824,Benin,8959
0,288,Ghana,1995,Emigration,216243,female,Nigeria,45306,Côte d'Ivoire,35286,United States of America,27742,United Kingdom,20676,Italy,16817
0,288,Ghana,1995,Emigration,212803,male,Côte d'Ivoire,55150,Nigeria,35970,United Kingdom,22027,Burkina Faso,19874,United States of America,16066
0,288,Ghana,1995,Emigration,429046,total,Côte d'Ivoire,90436,Nigeria,81276,United States of America,43808,United Kingdom,42703,Burkina Faso,30522
0,288,Ghana,1995,Immigration,127423,female,Togo,64743,Burkina Faso,24463,Nigeria,8515,Liberia,7838,Benin,4895
0,288,Ghana,1995,Immigration,125456,male,Togo,79378,Burkina Faso,17063,Liberia,6700,Nigeria,6311,Benin,4033
0,288,Ghana,1995,Immigration,252879,total,Togo,144121,Burkina Faso,41526,Nigeria,14826,Liberia,14538,Benin,8928
0,288,Ghana,2000,Emigration,240635,female,Nigeria,50112,United States of America,42709,United Kingdom,26135,Côte d'Ivoire,25832,Italy,18906
0,288,Ghana,2000,Emigration,227644,male,Côte d'Ivoire,40647,Nigeria,40367,United Kingdom,28119,United States of America,24528,Burkina Faso,18781
0,288,Ghana,2000,Emigration,468279,total,Nigeria,90479,United States of America,67237,Côte d'Ivoire,66479,United Kingdom,54254,Italy,34369
0,288,Ghana,2000,Immigration,97279,female,Togo,32371,Burkina Faso,25613,Nigeria,8877,Liberia,7054,Benin,5062
0,288,Ghana,2000,Immigration,94322,male,Togo,39689,Burkina Faso,20838,Nigeria,7707,Liberia,6030,Benin,4925
0,288,Ghana,2000,Immigration,191601,total,Togo,72060,Burkina Faso,46451,Nigeria,16584,Liberia,13084,Benin,9987
0,288,Ghana,2005,Emigration,335699,female,Nigeria,104666,United States of America,57323,United Kingdom,33484,Italy,23800,Côte d'Ivoire,20583
0,288,Ghana,2005,Emigration,280475,male,Nigeria,75090,United Kingdom,36561,United States of America,32636,Côte d'Ivoire,32352,Burkina Faso,17541
0,288,Ghana,2005,Emigration,616174,total,Nigeria,179756,United States of America,89959,United Kingdom,70045,Côte d'Ivoire,52935,Italy,40455
0,288,Ghana,2005,Immigration,159363,female,Togo,38722,Burkina Faso,37777,Liberia,27205,Nigeria,13134,Côte d'Ivoire,12077
0,288,Ghana,2005,Immigration,145073,male,Togo,47474,Burkina Faso,27544,Liberia,23254,Côte d'Ivoire,13685,Nigeria,10187
0,288,Ghana,2005,Immigration,304436,total,Togo,86196,Burkina Faso,65321,Liberia,50459,Côte d'Ivoire,25762,Nigeria,23321
0,288,Ghana,2010,Emigration,386075,female,Nigeria,106759,United States of America,69093,United Kingdom,43912,Italy,28693,Togo,18384
0,288,Ghana,2010,Emigration,329969,male,Nigeria,76592,United Kingdom,47628,United States of America,46942,Côte d'Ivoire,25135,Togo,24607
0,288,Ghana,2010,Emigration,716044,total,Nigeria,183351,United States of America,116035,United Kingdom,91540,Italy,46540,Togo,42991
0,288,Ghana,2010,Immigration,171558,female,Togo,33161,Nigeria,32812,Burkina Faso,28879,Liberia,12595,Côte d'Ivoire,12478
0,288,Ghana,2010,Immigration,165459,male,Togo,40654,Nigeria,24244,Burkina Faso,19828,Côte d'Ivoire,13135,Liberia,10765
0,288,Ghana,2010,Immigration,337017,total,Togo,73815,Nigeria,57056,Burkina Faso,48707,Côte d'Ivoire,25613,Liberia,23360
0,288,Ghana,2015,Emigration,437001,female,Nigeria,122006,United States of America,90785,United Kingdom,51100,Italy,28379,Togo,19245
0,288,Ghana,2015,Emigration,389993,male,Nigeria,100371,United States of America,62608,United Kingdom,57002,Togo,27549,Côte d'Ivoire,26102
0,288,Ghana,2015,Emigration,826994,total,Nigeria,222377,United States of America,153393,United Kingdom,108102,Togo,46794,Italy,46548
0,288,Ghana,2015,Immigration,203351,female,Togo,39892,Nigeria,39242,Burkina Faso,34517,Liberia,15084,Côte d'Ivoire,14979
0,288,Ghana,2015,Immigration,196120,male,Togo,47602,Nigeria,28387,Burkina Faso,23216,Côte d'Ivoire,15380,Liberia,12605
0,288,Ghana,2015,Immigration,399471,total,Togo,87494,Nigeria,67629,Burkina Faso,57733,Côte d'Ivoire,30359,Liberia,27689
0,288,Ghana,2017,Emigration,452691,female,Nigeria,125667,United States of America,93797,United Kingdom,53401,Italy,28922,Togo,19740
0,288,Ghana,2017,Emigration,404912,male,Nigeria,103381,United States of America,64684,United Kingdom,60236,Togo,28257,Côte d'Ivoire,26362
0,288,Ghana,2017,Emigration,857603,total,Nigeria,229048,United States of America,158481,United Kingdom,113637,Togo,47997,Italy,47366
0,288,Ghana,2017,Immigration,212601,female,Togo,41706,Nigeria,41027,Burkina Faso,36087,Liberia,15770,Côte d'Ivoire,15660
0,288,Ghana,2017,Immigration,205041,male,Togo,49767,Nigeria,29678,Burkina Faso,24272,Côte d'Ivoire,16079,Liberia,13178
0,288,Ghana,2017,Immigration,417642,total,Togo,91473,Nigeria,70705,Burkina Faso,60359,Côte d'Ivoire,31739,Liberia,28948
0,404,Kenya,1990,Emigration,118536,female,United Kingdom,56485,Uganda,14665,United Republic of Tanzania,14402,Canada,7748,United States of America,7416
0,404,Kenya,1990,Emigration,123583,male,United Kingdom,53237,United Republic of Tanzania,19211,Uganda,18759,Canada,8166,United States of America,6955
0,404,Kenya,1990,Emigration,242119,total,United Kingdom,109722,United Republic of Tanzania,33613,Uganda,33424,Canada,15914,United States of America,14371
0,404,Kenya,1990,Immigration,160852,female,Uganda,42091,United Republic of Tanzania,35782,Ethiopia,15293,Somalia,4382,South Sudan,3332
0,404,Kenya,1990,Immigration,136440,male,Uganda,41264,United Republic of Tanzania,30682,Ethiopia,11402,Somalia,3493,South Sudan,2469
0,404,Kenya,1990,Immigration,297292,total,Uganda,83355,United Republic of Tanzania,66464,Ethiopia,26695,Somalia,7875,South Sudan,5801
0,404,Kenya,1995,Emigration,129383,female,United Kingdom,59323,United States of America,14558,Uganda,13743,United Republic of Tanzania,13607,Canada,8702
0,404,Kenya,1995,Emigration,137701,male,United Kingdom,57228,Uganda,19109,United Republic of Tanzania,18133,United States of America,13336,Canada,9265
0,404,Kenya,1995,Emigration,267084,total,United Kingdom,116551,Uganda,32852,United Republic of Tanzania,31740,United States of America,27894,Canada,17967
0,404,Kenya,1995,Immigration,322189,female,Uganda,117617,Somalia,54743,United Republic of Tanzania,38837,South Sudan,28584,Ethiopia,16825
0,404,Kenya,1995,Immigration,296556,male,Uganda,120347,Somalia,49000,United Republic of Tanzania,34282,South Sudan,25412,Ethiopia,12696
0,404,Kenya,1995,Immigration,618745,total,Uganda,237964,Somalia,103743,United Republic of Tanzania,73119,South Sudan,53996,Ethiopia,29521
0,404,Kenya,2000,Emigration,148869,female,United Kingdom,63010,United States of America,21882,Uganda,18951,United Republic of Tanzania,12971,Canada,9864
0,404,Kenya,2000,Emigration,159330,male,United Kingdom,62330,Uganda,24083,United States of America,19833,United Republic of Tanzania,17301,Canada,10583
0,404,Kenya,2000,Emigration,308199,total,United Kingdom,125340,Uganda,43034,United States of America,41715,United Republic of Tanzania,30272,Canada,20447
0,404,Kenya,2000,Immigration,348594,female,Uganda,143504,Somalia,82223,South Sudan,41894,United Republic of Tanzania,25674,Ethiopia,11399
0,404,Kenya,2000,Immigration,350545,male,Uganda,156367,Somalia,76974,South Sudan,39262,United Republic of Tanzania,25615,Ethiopia,9447
0,404,Kenya,2000,Immigration,699139,total,Uganda,299871,Somalia,159197,South Sudan,81156,United Republic of Tanzania,51289,Ethiopia,20846
0,404,Kenya,2005,Emigration,164674,female,United Kingdom,61326,United States of America,33996,Uganda,18697,United Republic of Tanzania,12415,Canada,10448
0,404,Kenya,2005,Emigration,179447,male,United Kingdom,63500,United States of America,30488,Uganda,24010,United Republic of Tanzania,16595,Canada,11609
0,404,Kenya,2005,Emigration,344121,total,United Kingdom,124826,United States of America,64484,Uganda,42707,United Republic of Tanzania,29010,Canada,22057
0,404,Kenya,2005,Immigration,391310,female,Uganda,144595,Somalia,138122,South Sudan,33359,United Republic of Tanzania,21801,Ethiopia,11759
0,404,Kenya,2005,Immigration,365584,male,Uganda,147181,Somalia,121584,South Sudan,29187,United Republic of Tanzania,20281,Ethiopia,9158
0,404,Kenya,2005,Immigration,756894,total,Uganda,291776,Somalia,259706,South Sudan,62546,United Republic of Tanzania,42082,Ethiopia,20917
0,404,Kenya,2010,Emigration,193879,female,United Kingdom,65247,United States of America,46772,Uganda,19193,United Republic of Tanzania,11899,Canada,11467
0,404,Kenya,2010,Emigration,213567,male,United Kingdom,69227,United States of America,43054,Uganda,24631,United Republic of Tanzania,15965,Canada,13048
0,404,Kenya,2010,Emigration,407446,total,United Kingdom,134474,United States of America,89826,Uganda,43824,United Republic of Tanzania,27864,Canada,24515
0,404,Kenya,2010,Immigration,459343,female,Somalia,203624,Uganda,153956,South Sudan,27160,United Republic of Tanzania,19347,Ethiopia,13043
0,404,Kenya,2010,Immigration,467616,male,Somalia,195129,Uganda,173022,South Sudan,26058,United Republic of Tanzania,19773,Ethiopia,11048
0,404,Kenya,2010,Immigration,926959,total,Somalia,398753,Uganda,326978,South Sudan,53218,United Republic of Tanzania,39120,Ethiopia,24091
0,404,Kenya,2015,Emigration,217481,female,United Kingdom,64161,United States of America,61563,Uganda,19016,Canada,12824,United Republic of Tanzania,11734
0,404,Kenya,2015,Emigration,241856,male,United Kingdom,69990,United States of America,57647,Uganda,24496,United Republic of Tanzania,15513,South Africa,14926
0,404,Kenya,2015,Emigration,459337,total,United Kingdom,134151,United States of America,119210,Uganda,43512,Canada,27415,United Republic of Tanzania,27247
0,404,Kenya,2015,Immigration,541644,female,Somalia,250295,Uganda,157796,South Sudan,47296,Ethiopia,20032,United Republic of Tanzania,19823
0,404,Kenya,2015,Immigration,542713,male,Somalia,238175,Uganda,175993,South Sudan,45059,United Republic of Tanzania,20112,Ethiopia,16857
0,404,Kenya,2015,Immigration,1084357,total,Somalia,488470,Uganda,333789,South Sudan,92355,United Republic of Tanzania,39935,Ethiopia,36889
0,404,Kenya,2017,Emigration,235562,female,United Kingdom,67059,United States of America,63605,Uganda,26670,United Republic of Tanzania,13984,Canada,13333
0,404,Kenya,2017,Emigration,265642,male,United Kingdom,73961,United States of America,59559,Uganda,34831,United Republic of Tanzania,18488,South Africa,15786
0,404,Kenya,2017,Emigration,501204,total,United Kingdom,141020,United States of America,123164,Uganda,61501,United Republic of Tanzania,32472,Canada,28502
0,404,Kenya,2017,Immigration,538724,female,Somalia,248947,Uganda,156945,South Sudan,47041,Ethiopia,19924,United Republic of Tanzania,19716
0,404,Kenya,2017,Immigration,539848,male,Somalia,236917,Uganda,175063,South Sudan,44821,United Republic of Tanzania,20005,Ethiopia,16768
0,404,Kenya,2017,Immigration,1078572,total,Somalia,485864,Uganda,332008,South Sudan,91862,United Republic of Tanzania,39721,Ethiopia,36692
0,566,Nigeria,1990,Emigration,256747,female,Cameroon,60603,United States of America,36436,United Kingdom,22988,Côte d'Ivoire,15798,Niger,15484
0,566,Nigeria,1990,Emigration,191713,male,Cameroon,44537,United Kingdom,22996,Niger,22835,United States of America,18914,Côte d'Ivoire,15554
0,566,Nigeria,1990,Emigration,448460,total,Cameroon,105140,United States of America,55350,United Kingdom,45984,Niger,38319,Côte d'Ivoire,31352
0,566,Nigeria,1990,Immigration,256166,female,Benin,54193,Ghana,42256,Togo,26304,Niger,19884,Mali,8179
0,566,Nigeria,1990,Immigration,200455,male,Benin,42406,Ghana,33066,Togo,20582,Niger,15558,Mali,6399
0,566,Nigeria,1990,Immigration,456621,total,Benin,96599,Ghana,75322,Togo,46886,Niger,35442,Mali,14578
0,566,Nigeria,1995,Emigration,300035,female,United States of America,63852,Cameroon,56266,United Kingdom,32488,Côte d'Ivoire,18250,Benin,13445
0,566,Nigeria,1995,Emigration,220664,male,Cameroon,41552,United Kingdom,32680,United States of America,32566,Côte d'Ivoire,18236,Niger,15830
0,566,Nigeria,1995,Emigration,520699,total,Cameroon,97818,United States of America,96418,United Kingdom,65168,Côte d'Ivoire,36486,Niger,28313
0,566,Nigeria,1995,Immigration,258091,female,Benin,65530,Ghana,45306,Togo,29233,Niger,22219,Mali,21880
0,566,Nigeria,1995,Immigration,204908,male,Benin,52026,Ghana,35970,Togo,23209,Niger,17639,Mali,17371
0,566,Nigeria,1995,Immigration,462999,total,Benin,117556,Ghana,81276,Togo,52442,Niger,39858,Mali,39251
0,566,Nigeria,2000,Emigration,346630,female,United States of America,91915,Cameroon,51929,United Kingdom,42450,Côte d'Ivoire,17785,Benin,14739
0,566,Nigeria,2000,Emigration,253072,male,United States of America,46451,United Kingdom,42999,Cameroon,38566,Côte d'Ivoire,17822,Italy,16918
0,566,Nigeria,2000,Emigration,599702,total,United States of America,138366,Cameroon,90495,United Kingdom,85449,Côte d'Ivoire,35607,Italy,26781
0,566,Nigeria,2000,Immigration,270211,female,Benin,79318,Ghana,50112,Mali,36273,Togo,33284,Niger,25404
0,566,Nigeria,2000,Immigration,217671,male,Benin,63894,Ghana,40367,Mali,29220,Togo,26811,Niger,20464
0,566,Nigeria,2000,Immigration,487882,total,Benin,143212,Ghana,90479,Mali,65493,Togo,60095,Niger,45868
0,566,Nigeria,2005,Emigration,423738,female,United States of America,87229,United Kingdom,67665,Cameroon,57127,Benin,19215,Italy,18166
0,566,Nigeria,2005,Emigration,359254,male,United States of America,86919,United Kingdom,65877,Cameroon,44594,Italy,23349,Côte d'Ivoire,17977
0,566,Nigeria,2005,Emigration,782992,total,United States of America,174148,United Kingdom,133542,Cameroon,101721,Italy,41515,Côte d'Ivoire,35940
0,566,Nigeria,2005,Immigration,564384,female,Benin,165669,Ghana,104666,Mali,75762,Togo,69518,Niger,53061
0,566,Nigeria,2005,Immigration,404910,male,Benin,118854,Ghana,75090,Mali,54353,Togo,49872,Niger,38065
0,566,Nigeria,2005,Immigration,969294,total,Benin,284523,Ghana,179756,Mali,130115,Togo,119390,Niger,91126
0,566,Nigeria,2010,Emigration,540660,female,United States of America,106813,United Kingdom,99026,Cameroon,49494,Ghana,32812,Italy,26469
0,566,Nigeria,2010,Emigration,445205,male,United States of America,109396,United Kingdom,93482,Cameroon,33254,Italy,29780,Ghana,24244
0,566,Nigeria,2010,Emigration,985865,total,United States of America,216209,United Kingdom,192508,Cameroon,82748,Ghana,57056,Italy,56249
0,566,Nigeria,2010,Immigration,575671,female,Benin,168982,Ghana,106759,Mali,77277,Togo,70908,Niger,54122
0,566,Nigeria,2010,Immigration,413008,male,Benin,121232,Ghana,76592,Mali,55441,Togo,50870,Niger,38827
0,566,Nigeria,2010,Immigration,988679,total,Benin,290214,Ghana,183351,Mali,132718,Togo,121778,Niger,92949
0,566,Nigeria,2015,Emigration,638723,female,United States of America,133684,United Kingdom,101174,Cameroon,61591,Ghana,39242,Niger,35202
0,566,Nigeria,2015,Emigration,541866,male,United States of America,139411,United Kingdom,98042,Cameroon,47106,Niger,37977,Italy,30318
0,566,Nigeria,2015,Emigration,1180589,total,United States of America,273095,United Kingdom,199216,Cameroon,108697,Niger,73179,Ghana,67629
0,566,Nigeria,2015,Immigration,657887,female,Benin,193115,Ghana,122006,Mali,88314,Togo,81034,Niger,61851
0,566,Nigeria,2015,Immigration,541228,male,Benin,158870,Ghana,100371,Mali,72653,Togo,66664,Niger,50882
0,566,Nigeria,2015,Immigration,1199115,total,Benin,351985,Ghana,222377,Mali,160967,Togo,147698,Niger,112733
0,566,Nigeria,2017,Emigration,678386,female,United States of America,138118,United Kingdom,105813,Cameroon,65376,Niger,47927,Ghana,41027
0,566,Nigeria,2017,Emigration,577039,male,United States of America,144035,United Kingdom,103604,Niger,50922,Cameroon,50143,Italy,30777
0,566,Nigeria,2017,Emigration,1255425,total,United States of America,282153,United Kingdom,209417,Cameroon,115519,Niger,98849,Ghana,70705
0,566,Nigeria,2017,Immigration,677624,female,Benin,198909,Ghana,125667,Mali,90963,Togo,83465,Niger,63706
0,566,Nigeria,2017,Immigration,557464,male,Benin,163635,Ghana,103381,Mali,74832,Togo,68663,Niger,52408
0,566,Nigeria,2017,Immigration,1235088,total,Benin,362544,Ghana,229048,Mali,165795,Togo,152128,Niger,116114
0,706,Somalia,1990,Emigration,448139,female,Ethiopia,324269,Djibouti,54118,Yemen,21042,Canada,9501,Sweden,5473
0,706,Somalia,1990,Emigration,398828,male,Ethiopia,292671,Djibouti,47098,Yemen,15729,Canada,10016,Italy,7738
0,706,Somalia,1990,Emigration,846967,total,Ethiopia,616940,Djibouti,101216,Yemen,36771,Canada,19517,Italy,11363
0,706,Somalia,1990,Immigration,244201,female,Ethiopia,234861,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,1990,Immigration,234093,male,Ethiopia,225139,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,1990,Immigration,478294,total,Ethiopia,460000,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,1995,Emigration,470679,female,Ethiopia,231129,Kenya,54743,Djibouti,44204,Yemen,35648,Libya,26153
0,706,Somalia,1995,Emigration,428799,male,Ethiopia,228486,Kenya,49000,Djibouti,38421,Yemen,26036,Libya,13935
0,706,Somalia,1995,Emigration,899478,total,Ethiopia,459615,Kenya,103743,Djibouti,82625,Yemen,61684,Libya,40088
0,706,Somalia,1995,Immigration,10282,female,Ethiopia,9490,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,1995,Immigration,9245,male,Ethiopia,8554,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,1995,Immigration,19527,total,Ethiopia,18044,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,2000,Emigration,516775,female,Ethiopia,182322,Kenya,82223,Libya,51219,Djibouti,44574,Yemen,39512
0,706,Somalia,2000,Emigration,487668,male,Ethiopia,207097,Kenya,76974,Djibouti,38656,Yemen,29500,Libya,25699
0,706,Somalia,2000,Emigration,1004443,total,Ethiopia,389419,Kenya,159197,Djibouti,83230,Libya,76918,Yemen,69012
0,706,Somalia,2000,Immigration,10622,female,Ethiopia,293,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,2000,Immigration,9465,male,Ethiopia,262,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,2000,Immigration,20087,total,Ethiopia,555,Afghanistan,0,Peru,0,Nicaragua,0,Niger,0
0,706,Somalia,2005,Emigration,618624,female,Ethiopia,161785,Kenya,138122,Libya,61493,Yemen,56367,Djibouti,43138
0,706,Somalia,2005,Emigration,531859,male,Ethiopia,165760,Kenya,121584,United States of America,38358,United Kingdom,37885,Yemen,35755
0,706,Somalia,2005,Emigration,1150483,total,Ethiopia,327545,Kenya,259706,Yemen,92122,Libya,84755,United States of America,76917
0,706,Somalia,2005,Immigration,11047,female,Ethiopia,605,Eritrea,10,Afghanistan,0,Paraguay,0,Nicaragua,0
0,706,Somalia,2005,Immigration,9623,male,Ethiopia,537,Eritrea,7,Afghanistan,0,Paraguay,0,Nicaragua,0
0,706,Somalia,2005,Immigration,20670,total,Ethiopia,1142,Eritrea,17,Afghanistan,0,Paraguay,0,Nicaragua,0
0,706,Somalia,2010,Emigration,836844,female,Kenya,203624,Ethiopia,189516,Yemen,106916,Libya,67567,United States of America,59618
0,706,Somalia,2010,Emigration,741389,male,Kenya,195129,Ethiopia,172093,Yemen,87477,United States of America,60957,United Kingdom,55649
0,706,Somalia,2010,Emigration,1578233,total,Kenya,398753,Ethiopia,361609,Yemen,194393,United States of America,120575,United Kingdom,98604
0,706,Somalia,2010,Immigration,12914,female,Ethiopia,996,Eritrea,20,Afghanistan,0,Paraguay,0,Nicaragua,0
0,706,Somalia,2010,Immigration,11081,male,Ethiopia,886,Eritrea,17,Afghanistan,0,Paraguay,0,Nicaragua,0
0,706,Somalia,2010,Immigration,23995,total,Ethiopia,1882,Eritrea,37,Afghanistan,0,Paraguay,0,Nicaragua,0
0,706,Somalia,2015,Emigration,1004255,female,Kenya,250295,Ethiopia,225826,Yemen,145880,Libya,75791,Djibouti,49768
0,706,Somalia,2015,Emigration,920647,male,Kenya,238175,Ethiopia,217084,Yemen,129803,United Kingdom,65267,United States of America,45172
0,706,Somalia,2015,Emigration,1924902,total,Kenya,488470,Ethiopia,442910,Yemen,275683,United Kingdom,114110,Libya,104539
0,706,Somalia,2015,Immigration,21904,female,Ethiopia,6540,Yemen,2942,Eritrea,19,Afghanistan,0,Paraguay,0
0,706,Somalia,2015,Immigration,19674,male,Ethiopia,6539,Yemen,2941,Eritrea,15,Afghanistan,0,Paraguay,0
0,706,Somalia,2015,Immigration,41578,total,Ethiopia,13079,Yemen,5883,Eritrea,34,Afghanistan,0,Paraguay,0
0,706,Somalia,2017,Emigration,1035586,female,Kenya,248947,Ethiopia,238168,Yemen,147578,Libya,77489,Djibouti,51406
0,706,Somalia,2017,Emigration,952872,male,Kenya,236917,Ethiopia,229340,Yemen,131313,United Kingdom,68970,United States of America,46670
0,706,Somalia,2017,Emigration,1988458,total,Kenya,485864,Ethiopia,467508,Yemen,278891,United Kingdom,119953,Libya,106880
0,706,Somalia,2017,Immigration,23549,female,Ethiopia,6867,Yemen,4478,Eritrea,20,Afghanistan,0,Paraguay,0
0,706,Somalia,2017,Immigration,21319,male,Ethiopia,6865,Yemen,3663,Eritrea,15,Afghanistan,0,Paraguay,0
0,706,Somalia,2017,Immigration,44868,total,Ethiopia,13732,Yemen,8141,Eritrea,35,Afghanistan,0,Paraguay,0
0,710,South Africa,1990,Emigration,160035,female,United Kingdom,30985,Australia,29023,United States of America,16657,Mozambique,14756,Canada,11552
0,710,South Africa,1990,Emigration,167626,male,United Kingdom,35936,Australia,29661,United States of America,18050,Mozambique,14057,Canada,12177
0,710,South Africa,1990,Emigration,327661,total,United Kingdom,66921,Australia,58684,United States of America,34707,Mozambique,28813,Canada,23729
0,710,South Africa,1990,Immigration,717227,female,Mozambique,246668,Lesotho,143738,United Kingdom,47415,Zimbabwe,35063,Swaziland,25065
0,710,South Africa,1990,Immigration,446656,male,Mozambique,99765,United Kingdom,69947,Lesotho,43281,Zimbabwe,26812,Germany,18703
0,710,South Africa,1990,Immigration,1163883,total,Mozambique,346433,Lesotho,187019,United Kingdom,117362,Zimbabwe,61875,Swaziland,34114
0,710,South Africa,1995,Emigration,197299,female,United Kingdom,47600,Australia,30023,United States of America,24170,Mozambique,15282,Canada,14514
0,710,South Africa,1995,Emigration,205129,male,United Kingdom,53371,Australia,31116,United States of America,25619,Canada,15469,Mozambique,14220
0,710,South Africa,1995,Emigration,402428,total,United Kingdom,100971,Australia,61139,United States of America,49789,Canada,29983,Mozambique,29502
0,710,South Africa,1995,Immigration,611083,female,Mozambique,218533,Lesotho,91247,United Kingdom,48929,Zimbabwe,47853,Swaziland,19006
0,710,South Africa,1995,Immigration,392724,male,Mozambique,102126,United Kingdom,56842,Lesotho,39650,Zimbabwe,34891,Germany,12978
0,710,South Africa,1995,Immigration,1003807,total,Mozambique,320659,Lesotho,130897,United Kingdom,105771,Zimbabwe,82744,Swaziland,28635
0,710,South Africa,2000,Emigration,250579,female,United Kingdom,64877,Australia,39830,United States of America,31874,Canada,17824,Mozambique,13544
0,710,South Africa,2000,Emigration,261730,male,United Kingdom,71843,Australia,40810,United States of America,33297,Canada,19125,Mozambique,13408
0,710,South Africa,2000,Emigration,512309,total,United Kingdom,136720,Australia,80640,United States of America,65171,Canada,36949,Mozambique,26952
0,710,South Africa,2000,Immigration,600032,female,Mozambique,170677,Zimbabwe,72838,Lesotho,63068,United Kingdom,61581,Namibia,22048
