,Code,Country,Year,Migration Type,Total Migration,Gender,Country 1,Country 1 Count,Country 2,Country 2 Count,Country 3,Country 3 Count,Country 4,Country 4 Count,Country 5,Country 5 Count,Migrants Under 15 years old,Migrants 20-29 years old,Migrants 30-39 years old,Migrants 40-49 years old,Migrants 50 years old and older
359,608,Philippines,2005,Immigration,257468,total,China,71566,United States of America,29119,United Kingdom,27198,Bahrain,6783,Japan,5057,60104,13698,40370,48374,36966
360,608,Philippines,2010,Emigration,2152376,female,United States of America,710587,United Arab Emirates,361175,Saudi Arabia,230033,Canada,185151,Japan,94533,,,,,
361,608,Philippines,2010,Emigration,2552543,male,United States of America,1132530,Canada,269189,Saudi Arabia,173977,Japan,115648,Australia,115570,,,,,
362,608,Philippines,2010,Emigration,4704919,total,United States of America,1843117,United Arab Emirates,474063,Canada,454340,Saudi Arabia,404010,Japan,210181,,,,,
363,608,Philippines,2010,Immigration,107933,female,United States of America,17968,China,17245,Japan,7860,India,6020,Republic of Korea,3585,26944,6270,13753,18010,14240
364,608,Philippines,2010,Immigration,100666,male,China,18153,United States of America,17047,Japan,5677,India,4456,Republic of Korea,3214,23045,5187,12239,18188,18168
365,608,Philippines,2010,Immigration,208599,total,China,35398,United States of America,35015,Japan,13537,India,10476,Republic of Korea,6799,49989,11457,25992,36198,32408
366,608,Philippines,2015,Emigration,2499163,female,United States of America,763758,United Arab Emirates,394677,Saudi Arabia,285263,Canada,207059,Qatar,126604,,,,,
367,608,Philippines,2015,Emigration,2924160,male,United States of America,1245837,Canada,301039,Saudi Arabia,230960,Australia,135985,Japan,127199,,,,,
368,608,Philippines,2015,Emigration,5423323,total,United States of America,2009595,United Arab Emirates,518025,Saudi Arabia,516223,Canada,508098,Japan,229613,,,,,
369,608,Philippines,2015,Immigration,109783,female,United States of America,18277,China,17544,Japan,7992,India,6120,Republic of Korea,3647,26685,6920,15263,16851,14739
370,608,Philippines,2015,Immigration,102079,male,China,18408,United States of America,17287,Japan,5757,India,4519,Republic of Korea,3259,23428,5820,13401,16704,17703
371,608,Philippines,2015,Immigration,211862,total,China,35952,United States of America,35564,Japan,13749,India,10639,Republic of Korea,6906,50113,12740,28664,33555,32442
372,608,Philippines,2017,Emigration,2621139,female,United States of America,789092,United Arab Emirates,410346,Saudi Arabia,315773,Canada,215274,Kuwait,139295,,,,,
373,608,Philippines,2017,Emigration,3059543,male,United States of America,1287161,Canada,312983,Saudi Arabia,268212,Australia,143142,Japan,132286,,,,,
374,608,Philippines,2017,Emigration,5680682,total,United States of America,2076253,Saudi Arabia,583985,United Arab Emirates,538590,Canada,528257,Japan,238797,,,,,
375,608,Philippines,2017,Immigration,113239,female,United States of America,18853,China,18096,Japan,8243,India,6312,Republic of Korea,3762,27289,7031,16675,17289,14797
376,608,Philippines,2017,Immigration,105291,male,China,18987,United States of America,17830,Japan,5938,India,4661,Republic of Korea,3361,23994,5922,14664,17147,17803
377,608,Philippines,2017,Immigration,218530,total,China,37083,United States of America,36683,Japan,14181,India,10973,Republic of Korea,7123,51283,12953,31339,34436,32600
378,704,Viet Nam,1990,Emigration,635164,female,United States of America,279380,Australia,71083,Canada,53063,France,47528,Germany,40331,,,,,
379,704,Viet Nam,1990,Emigration,600184,male,United States of America,263882,Australia,65835,Canada,55934,France,51567,Germany,29263,,,,,
380,704,Viet Nam,1990,Emigration,1235348,total,United States of America,543262,Australia,136918,Canada,108997,France,99095,Germany,69594,,,,,
381,704,Viet Nam,1990,Immigration,15230,female,Cambodia,11456,Thailand,629,Myanmar,569,Indonesia,488,Lao People's Democratic Republic,457,4258,1553,2797,1772,995
382,704,Viet Nam,1990,Immigration,12888,male,Cambodia,9694,Thailand,589,Lao People's Democratic Republic,576,Myanmar,394,Indonesia,305,4225,1704,3530,2466,1461
383,704,Viet Nam,1990,Immigration,28118,total,Cambodia,21150,Thailand,1218,Lao People's Democratic Republic,1033,Myanmar,963,Indonesia,793,8483,3257,6327,4238,2456
384,704,Viet Nam,1995,Emigration,803973,female,United States of America,400638,Australia,79267,Canada,61658,France,48168,Germany,41503,,,,,
385,704,Viet Nam,1995,Emigration,764719,male,United States of America,375329,Australia,78131,Canada,65677,France,54130,Germany,33962,,,,,
386,704,Viet Nam,1995,Emigration,1568692,total,United States of America,775967,Australia,157398,Canada,127335,France,102298,Germany,75465,,,,,
387,704,Viet Nam,1995,Immigration,28187,female,Cambodia,18916,Thailand,1623,Myanmar,1552,Indonesia,1281,Lao People's Democratic Republic,921,7868,2839,5002,3125,1786
388,704,Viet Nam,1995,Immigration,23075,male,Cambodia,15484,Thailand,1372,Myanmar,1138,Lao People's Democratic Republic,968,Indonesia,916,7595,3098,6532,4600,2690
389,704,Viet Nam,1995,Immigration,51262,total,Cambodia,34400,Thailand,2995,Myanmar,2690,Indonesia,2197,Lao People's Democratic Republic,1889,15463,5937,11534,7725,4476
390,704,Viet Nam,2000,Emigration,962275,female,United States of America,524898,Australia,80530,Canada,71734,France,48808,Germany,42675,,,,,
391,704,Viet Nam,2000,Emigration,912202,male,United States of America,488368,Australia,83190,Canada,76967,France,56693,Germany,38660,,,,,
392,704,Viet Nam,2000,Emigration,1874477,total,United States of America,1013266,Australia,163720,Canada,148701,France,105501,Germany,81335,,,,,
393,704,Viet Nam,2000,Immigration,32825,female,Cambodia,9223,Thailand,4119,Myanmar,4087,Indonesia,3387,Lao People's Democratic Republic,2130,6907,2531,5101,3954,2075
394,704,Viet Nam,2000,Immigration,23929,male,Cambodia,6722,Thailand,3026,Myanmar,2720,Indonesia,2275,Lao People's Democratic Republic,1864,6687,3032,7684,6816,3994
395,704,Viet Nam,2000,Immigration,56754,total,Cambodia,15945,Thailand,7145,Myanmar,6807,Indonesia,5662,Lao People's Democratic Republic,3994,13594,5563,12785,10770,6069
396,704,Viet Nam,2005,Emigration,1069196,female,United States of America,576108,Australia,83940,Canada,72280,France,55090,Germany,43276,,,,,
397,704,Viet Nam,2005,Emigration,1015693,male,United States of America,530325,Australia,90500,Canada,79323,France,63614,Germany,43694,,,,,
398,704,Viet Nam,2005,Emigration,2084889,total,United States of America,1106433,Australia,174440,Canada,151603,France,118704,Germany,86970,,,,,
399,704,Viet Nam,2005,Immigration,31106,female,Myanmar,5012,Thailand,4896,Indonesia,3594,Lao People's Democratic Republic,2742,Bangladesh,2399,5682,1713,4006,3709,2288
400,704,Viet Nam,2005,Immigration,20662,male,Thailand,3252,Myanmar,2822,Indonesia,2267,Lao People's Democratic Republic,2199,Bangladesh,1730,6007,2115,6194,6798,4687
401,704,Viet Nam,2005,Immigration,51768,total,Thailand,8148,Myanmar,7834,Indonesia,5861,Lao People's Democratic Republic,4941,Bangladesh,4129,11689,3828,10200,10507,6975
402,704,Viet Nam,2010,Emigration,1195832,female,United States of America,635422,Australia,95320,Canada,78097,France,52538,Malaysia,50984,,,,,
403,704,Viet Nam,2010,Emigration,1159013,male,United States of America,600578,Australia,108480,Canada,87028,France,63697,Germany,47781,,,,,
404,704,Viet Nam,2010,Emigration,2354845,total,United States of America,1236000,Australia,203800,Canada,165125,France,116235,Germany,91388,,,,,
405,704,Viet Nam,2010,Immigration,35971,female,Myanmar,5904,Thailand,5596,Indonesia,3867,Bangladesh,3596,Lao People's Democratic Republic,3202,4604,2015,5474,5673,3628
406,704,Viet Nam,2010,Immigration,25785,male,Thailand,3974,Myanmar,3452,Bangladesh,2944,Lao People's Democratic Republic,2779,Indonesia,2644,4155,2245,7763,9218,6577
407,704,Viet Nam,2010,Immigration,61756,total,Thailand,9570,Myanmar,9356,Bangladesh,6540,Indonesia,6511,Lao People's Democratic Republic,5981,8759,4260,13237,14891,10205
408,704,Viet Nam,2015,Emigration,1294235,female,United States of America,667603,Australia,104690,Canada,87337,Republic of Korea,60218,France,57217,,,,,
409,704,Viet Nam,2015,Emigration,1332689,male,United States of America,696222,Australia,122608,Canada,97325,France,70776,Republic of Korea,53372,,,,,
410,704,Viet Nam,2015,Emigration,2626924,total,United States of America,1363825,Australia,227298,Canada,184662,France,127993,Republic of Korea,113590,,,,,
411,704,Viet Nam,2015,Immigration,42168,female,Myanmar,6801,Thailand,6708,Indonesia,4637,Bangladesh,4306,Lao People's Democratic Republic,3965,4826,2031,5851,6611,4948
412,704,Viet Nam,2015,Immigration,30625,male,Thailand,4844,Myanmar,4386,Bangladesh,3589,Indonesia,3223,Lao People's Democratic Republic,2991,4163,2188,8059,10419,8972
413,704,Viet Nam,2015,Immigration,72793,total,Thailand,11552,Myanmar,11187,Bangladesh,7895,Indonesia,7860,Lao People's Democratic Republic,6956,8989,4219,13910,17030,13920
414,704,Viet Nam,2017,Emigration,1342913,female,United States of America,689748,Australia,109246,Canada,90802,Republic of Korea,60681,France,56970,,,,,
415,704,Viet Nam,2017,Emigration,1384485,male,United States of America,719315,Australia,129061,Canada,101186,France,70887,Germany,58831,,,,,
416,704,Viet Nam,2017,Emigration,2727398,total,United States of America,1409063,Australia,238307,Canada,191988,France,127857,Republic of Korea,114462,,,,,
417,704,Viet Nam,2017,Immigration,44087,female,Myanmar,7110,Thailand,7013,Indonesia,4848,Bangladesh,4502,Lao People's Democratic Republic,4146,4922,1933,5722,6763,5298
418,704,Viet Nam,2017,Immigration,32017,male,Thailand,5064,Myanmar,4585,Bangladesh,3752,Indonesia,3369,Lao People's Democratic Republic,3126,4242,2080,7868,10650,9608
419,704,Viet Nam,2017,Immigration,76104,total,Thailand,12077,Myanmar,11695,Bangladesh,8254,Indonesia,8217,Lao People's Democratic Republic,7272,9164,4013,13590,17413,14906
420,4,Afghanistan,1990,Emigration,3661547,female,Iran (Islamic Republic of),1788296,Pakistan,1673100,Saudi Arabia,110590,Germany,21242,United States of America,15757,,,,,
421,4,Afghanistan,1990,Emigration,3063134,male,Pakistan,1603573,Iran (Islamic Republic of),1335672,Saudi Arabia,55665,United States of America,12687,Germany,12037,,,,,
422,4,Afghanistan,1990,Emigration,6724681,total,Pakistan,3276673,Iran (Islamic Republic of),3123968,Saudi Arabia,166255,Germany,33279,United States of America,28444,,,,,
423,4,Afghanistan,1990,Immigration,32558,female,Tajikistan,22879,Pakistan,4576,Uzbekistan,1144,Afghanistan,0,Papua New Guinea,0,5207,2559,6541,5138,2749
424,4,Afghanistan,1990,Immigration,25128,male,Tajikistan,17658,Pakistan,3531,Uzbekistan,883,Afghanistan,0,Papua New Guinea,0,6786,2811,7103,6784,4293
425,4,Afghanistan,1990,Immigration,57686,total,Tajikistan,40537,Pakistan,8107,Uzbekistan,2027,Afghanistan,0,Papua New Guinea,0,11993,5370,13644,11922,7042
426,4,Afghanistan,1995,Emigration,2040736,female,Iran (Islamic Republic of),1186056,Pakistan,620083,Saudi Arabia,113637,Germany,29287,United States of America,20837,,,,,
427,4,Afghanistan,1995,Emigration,1584835,male,Iran (Islamic Republic of),843379,Pakistan,592489,Saudi Arabia,56751,Germany,22250,United States of America,16475,,,,,
428,4,Afghanistan,1995,Emigration,3625571,total,Iran (Islamic Republic of),2029435,Pakistan,1212572,Saudi Arabia,170388,Germany,51537,United States of America,37312,,,,,
429,4,Afghanistan,1995,Immigration,39105,female,Tajikistan,20733,Pakistan,9722,Uzbekistan,1036,Afghanistan,0,Papua New Guinea,0,6601,3169,8008,6630,3959
430,4,Afghanistan,1995,Immigration,32417,male,Tajikistan,16000,Pakistan,7503,Uzbekistan,800,Afghanistan,0,Papua New Guinea,0,7820,3212,8120,8214,5737
431,4,Afghanistan,1995,Immigration,71522,total,Tajikistan,36733,Pakistan,17225,Uzbekistan,1836,Afghanistan,0,Papua New Guinea,0,14421,6381,16128,14844,9696
432,4,Afghanistan,2000,Emigration,2592687,female,Iran (Islamic Republic of),1248844,Pakistan,1074476,Saudi Arabia,117007,Germany,37331,United States of America,26035,,,,,
433,4,Afghanistan,2000,Emigration,1948472,male,Pakistan,935211,Iran (Islamic Republic of),839020,Saudi Arabia,58061,Germany,32463,United States of America,20307,,,,,
434,4,Afghanistan,2000,Emigration,4541159,total,Iran (Islamic Republic of),2087864,Pakistan,2009687,Saudi Arabia,175068,Germany,69794,United States of America,46342,,,,,
435,4,Afghanistan,2000,Immigration,42848,female,Tajikistan,18586,Pakistan,14868,Uzbekistan,929,Afghanistan,0,Papua New Guinea,0,6645,3129,7837,6763,4358
436,4,Afghanistan,2000,Immigration,33069,male,Tajikistan,14343,Pakistan,11475,Uzbekistan,717,Afghanistan,0,Papua New Guinea,0,8301,3420,8646,9041,6713
437,4,Afghanistan,2000,Immigration,75917,total,Tajikistan,32929,Pakistan,26343,Uzbekistan,1646,Afghanistan,0,Papua New Guinea,0,14946,6549,16483,15804,11071
438,4,Afghanistan,2005,Emigration,2107894,female,Iran (Islamic Republic of),1176408,Pakistan,584712,Saudi Arabia,148673,Germany,41742,United States of America,29321,,,,,
439,4,Afghanistan,2005,Emigration,1718361,male,Iran (Islamic Republic of),994597,Pakistan,508765,Saudi Arabia,67588,Germany,34082,United States of America,22644,,,,,
440,4,Afghanistan,2005,Emigration,3826255,total,Iran (Islamic Republic of),2171005,Pakistan,1093477,Saudi Arabia,216261,Germany,75824,United States of America,51965,,,,,
441,4,Afghanistan,2005,Immigration,49274,female,Pakistan,20975,Tajikistan,16064,Uzbekistan,803,Afghanistan,0,Papua New Guinea,0,7644,3565,8499,7596,5303
442,4,Afghanistan,2005,Immigration,38026,male,Pakistan,16188,Tajikistan,12396,Uzbekistan,619,Afghanistan,0,Papua New Guinea,0,9427,3940,9648,10116,7956
443,4,Afghanistan,2005,Immigration,87300,total,Pakistan,37163,Tajikistan,28460,Uzbekistan,1422,Afghanistan,0,Papua New Guinea,0,17071,7505,18147,17712,13259
444,4,Afghanistan,2010,Emigration,2751790,female,Iran (Islamic Republic of),1335371,Pakistan,975251,Saudi Arabia,197352,Germany,45208,United Kingdom,37267,,,,,
445,4,Afghanistan,2010,Emigration,2237419,male,Iran (Islamic Republic of),1036719,Pakistan,933658,Saudi Arabia,83043,Germany,35403,United States of America,28829,,,,,
446,4,Afghanistan,2010,Emigration,4989209,total,Iran (Islamic Republic of),2372090,Pakistan,1908909,Saudi Arabia,280395,Germany,80611,United Kingdom,60757,,,,,
447,4,Afghanistan,2010,Immigration,57709,female,Pakistan,27082,Tajikistan,13541,Uzbekistan,677,Afghanistan,0,Papua New Guinea,0,8978,4158,9535,8761,6482
448,4,Afghanistan,2010,Immigration,44537,male,Pakistan,20902,Tajikistan,10450,Uzbekistan,522,Afghanistan,0,Papua New Guinea,0,10966,4632,11070,11636,9549
449,4,Afghanistan,2010,Immigration,102246,total,Pakistan,47984,Tajikistan,23991,Uzbekistan,1199,Afghanistan,0,Papua New Guinea,0,19944,8790,20605,20397,16031
450,4,Afghanistan,2015,Emigration,2542717,female,Iran (Islamic Republic of),1220304,Pakistan,767206,Saudi Arabia,266864,Germany,47017,United Kingdom,46377,,,,,
451,4,Afghanistan,2015,Emigration,2312659,male,Iran (Islamic Republic of),1128065,Pakistan,851481,Saudi Arabia,118377,Germany,36975,United States of America,34596,,,,,
452,4,Afghanistan,2015,Emigration,4855376,total,Iran (Islamic Republic of),2348369,Pakistan,1618687,Saudi Arabia,385241,Germany,83992,United Kingdom,76256,,,,,
453,4,Afghanistan,2015,Immigration,248212,female,Pakistan,179052,Tajikistan,6364,Uzbekistan,318,Afghanistan,0,Papua New Guinea,0,89764,20298,40272,37963,28745
454,4,Afghanistan,2015,Immigration,241537,male,Pakistan,169317,Tajikistan,8667,Uzbekistan,433,Afghanistan,0,Papua New Guinea,0,88140,17812,37032,40556,34398
455,4,Afghanistan,2015,Immigration,489749,total,Pakistan,348369,Tajikistan,15031,Uzbekistan,751,Afghanistan,0,Papua New Guinea,0,177904,38110,77304,78519,63143
456,4,Afghanistan,2017,Emigration,2544670,female,Iran (Islamic Republic of),1208101,Pakistan,721959,Saudi Arabia,298340,Germany,56382,United Kingdom,48586,,,,,
457,4,Afghanistan,2017,Emigration,2281794,male,Iran (Islamic Republic of),1116783,Pakistan,793779,Saudi Arabia,137470,Germany,43591,United States of America,35743,,,,,
458,4,Afghanistan,2017,Emigration,4826464,total,Iran (Islamic Republic of),2324884,Pakistan,1515738,Saudi Arabia,435810,Germany,99973,United Kingdom,80160,,,,,
459,4,Afghanistan,2017,Immigration,66738,female,Pakistan,48163,Tajikistan,1701,Uzbekistan,85,Afghanistan,0,Papua New Guinea,0,24342,5804,11136,10471,7971
460,4,Afghanistan,2017,Immigration,66874,male,Pakistan,46878,Tajikistan,2399,Uzbekistan,119,Afghanistan,0,Papua New Guinea,0,23169,4921,9901,10844,9265
461,4,Afghanistan,2017,Immigration,133612,total,Pakistan,95041,Tajikistan,4100,Uzbekistan,204,Afghanistan,0,Papua New Guinea,0,47511,10725,21037,21315,17236
462,368,Iraq,1990,Emigration,854938,female,Iran (Islamic Republic of),660582,Israel,37111,United States of America,25595,Sweden,22101,Saudi Arabia,21581,,,,,
463,368,Iraq,1990,Emigration,651741,male,Iran (Islamic Republic of),493387,Israel,37391,Saudi Arabia,21276,United States of America,19321,Sweden,16694,,,,,
464,368,Iraq,1990,Emigration,1506679,total,Iran (Islamic Republic of),1153969,Israel,74502,United States of America,44916,Saudi Arabia,42857,Sweden,38795,,,,,
465,368,Iraq,1990,Immigration,55751,female,Iran (Islamic Republic of),9828,State of Palestine,9515,Egypt,8898,Jordan,5522,Syrian Arab Republic,2952,6689,4071,6565,3972,2756
466,368,Iraq,1990,Immigration,27887,male,Iran (Islamic Republic of),5148,State of Palestine,4832,Jordan,2448,Egypt,2177,Syrian Arab Republic,1826,11074,7153,13548,11431,6328
467,368,Iraq,1990,Immigration,83638,total,Iran (Islamic Republic of),14976,State of Palestine,14347,Egypt,11075,Jordan,7970,Syrian Arab Republic,4778,17763,11224,20113,15403,9084
468,368,Iraq,1995,Emigration,758293,female,Iran (Islamic Republic of),477247,United States of America,39244,Israel,37760,Sweden,26077,Jordan,24550,,,,,
469,368,Iraq,1995,Emigration,570411,male,Iran (Islamic Republic of),356453,Israel,39505,United States of America,29061,Sweden,19961,Jordan,16281,,,,,
470,368,Iraq,1995,Emigration,1328704,total,Iran (Islamic Republic of),833700,Israel,77265,United States of America,68305,Sweden,46038,Jordan,40831,,,,,
471,368,Iraq,1995,Immigration,114821,female,State of Palestine,42738,Iran (Islamic Republic of),25623,Turkey,10300,Egypt,9848,Jordan,5787,16524,11393,22592,13301,8873
472,368,Iraq,1995,Immigration,84639,male,State of Palestine,31109,Iran (Islamic Republic of),19330,Turkey,7139,Jordan,3610,Egypt,3210,17397,12937,31365,26708,13801
473,368,Iraq,1995,Immigration,199460,total,State of Palestine,73847,Iran (Islamic Republic of),44953,Turkey,17439,Egypt,13058,Jordan,9397,33921,24330,53957,40009,22674
474,368,Iraq,2000,Emigration,669128,female,Iran (Islamic Republic of),309350,United States of America,53222,Germany,38302,Israel,36719,Jordan,33648,,,,,
475,368,Iraq,2000,Emigration,494852,male,Iran (Islamic Republic of),231050,Israel,38983,United States of America,38952,Jordan,22236,Sweden,21546,,,,,
476,368,Iraq,2000,Emigration,1163980,total,Iran (Islamic Republic of),540400,United States of America,92174,Israel,75702,Germany,58884,Jordan,55884,,,,,
477,368,Iraq,2000,Immigration,120464,female,State of Palestine,64522,Iran (Islamic Republic of),19779,Egypt,8585,Turkey,8201,Jordan,4643,15117,11491,25783,14962,9769
478,368,Iraq,2000,Immigration,90061,male,State of Palestine,29602,Iran (Islamic Republic of),22823,Turkey,5684,Jordan,4262,Egypt,3790,15592,12723,34802,29258,14777
479,368,Iraq,2000,Immigration,210525,total,State of Palestine,94124,Iran (Islamic Republic of),42602,Turkey,13885,Egypt,12375,Jordan,8905,30709,24214,60585,44220,24546
480,368,Iraq,2005,Emigration,792189,female,Syrian Arab Republic,172262,Jordan,139442,United States of America,61194,Iran (Islamic Republic of),56154,Germany,48646,,,,,
481,368,Iraq,2005,Emigration,653257,male,Syrian Arab Republic,164082,Jordan,129305,United States of America,44357,Iran (Islamic Republic of),41940,Lebanon,40365,,,,,
482,368,Iraq,2005,Emigration,1445446,total,Syrian Arab Republic,336344,Jordan,268747,United States of America,105551,Iran (Islamic Republic of),98094,Lebanon,84380,,,,,
483,368,Iraq,2005,Immigration,80883,female,State of Palestine,20228,Egypt,11062,Turkey,10237,Iran (Islamic Republic of),8077,Jordan,6695,8727,6614,14689,8817,5670
484,368,Iraq,2005,Immigration,52032,male,Iran (Islamic Republic of),9319,State of Palestine,9279,Turkey,7094,Jordan,3513,Egypt,3124,10660,8673,23561,19100,9826
485,368,Iraq,2005,Immigration,132915,total,State of Palestine,29507,Iran (Islamic Republic of),17396,Turkey,17331,Egypt,14186,Jordan,10208,19387,15287,38250,27917,15496
486,368,Iraq,2010,Emigration,1406069,female,Syrian Arab Republic,566275,Jordan,239229,Lebanon,73761,United States of America,69799,Sweden,64450,,,,,
487,368,Iraq,2010,Emigration,1233032,male,Syrian Arab Republic,546025,Jordan,236553,Lebanon,69630,Sweden,53911,United States of America,52718,,,,,
488,368,Iraq,2010,Emigration,2639101,total,Syrian Arab Republic,1112300,Jordan,475782,Lebanon,143391,United States of America,122517,Sweden,118361,,,,,
489,368,Iraq,2010,Immigration,72965,female,Egypt,11360,Turkey,10766,State of Palestine,9125,Iran (Islamic Republic of),8720,Jordan,6974,7806,5462,12069,7969,4872
490,368,Iraq,2010,Immigration,44424,male,Iran (Islamic Republic of),8848,Turkey,6736,State of Palestine,3831,Jordan,3335,Egypt,2966,9315,8039,21712,16686,8813
491,368,Iraq,2010,Immigration,117389,total,Iran (Islamic Republic of),17568,Turkey,17502,Egypt,14326,State of Palestine,12956,Jordan,10309,17121,13501,33781,24655,13685
492,368,Iraq,2015,Emigration,897446,female,Syrian Arab Republic,129236,Jordan,109393,United States of America,99483,Sweden,70379,Germany,59579,,,,,
493,368,Iraq,2015,Emigration,770626,male,Syrian Arab Republic,124373,Jordan,109283,United States of America,103747,Lebanon,62946,Sweden,60616,,,,,
494,368,Iraq,2015,Emigration,1668072,total,Syrian Arab Republic,253609,Jordan,218676,United States of America,203230,Sweden,130995,Lebanon,120739,,,,,
495,368,Iraq,2015,Immigration,209233,female,Syrian Arab Republic,140172,Egypt,11848,Turkey,9809,Iran (Islamic Republic of),8252,Jordan,7507,16473,11246,39783,34116,22397
496,368,Iraq,2015,Immigration,150148,male,Syrian Arab Republic,111884,Turkey,7706,Iran (Islamic Republic of),6154,State of Palestine,5302,Jordan,2829,18418,14424,58806,54850,33987
497,368,Iraq,2015,Immigration,359381,total,Syrian Arab Republic,252056,Turkey,17515,Iran (Islamic Republic of),14406,Egypt,14364,State of Palestine,12051,34891,25670,98589,88966,56384
498,368,Iraq,2017,Emigration,907050,female,Jordan,113665,Syrian Arab Republic,105456,United States of America,102783,Sweden,71643,Germany,71339,,,,,
499,368,Iraq,2017,Emigration,771990,male,Jordan,113550,United States of America,107188,Syrian Arab Republic,101488,Lebanon,61839,Sweden,61771,,,,,
500,368,Iraq,2017,Emigration,1679040,total,Jordan,227215,United States of America,209971,Syrian Arab Republic,206944,Sweden,133414,Lebanon,118659,,,,,
501,368,Iraq,2017,Immigration,213418,female,Syrian Arab Republic,142976,Egypt,12085,Turkey,10005,Iran (Islamic Republic of),8417,Jordan,7657,15305,9834,36417,36421,24703
502,368,Iraq,2017,Immigration,153150,male,Syrian Arab Republic,114120,Turkey,7860,Iran (Islamic Republic of),6277,State of Palestine,5408,Jordan,2885,17130,12644,54035,58674,37571
503,368,Iraq,2017,Immigration,366568,total,Syrian Arab Republic,257096,Turkey,17865,Iran (Islamic Republic of),14694,Egypt,14651,State of Palestine,12291,32435,22478,90452,95095,62274
504,586,Pakistan,1990,Emigration,1970220,female,India,1024721,Saudi Arabia,383365,United Arab Emirates,121958,United Kingdom,117858,Kuwait,88717,,,,,
505,586,Pakistan,1990,Emigration,1371354,male,India,896557,Saudi Arabia,173350,United Kingdom,110463,Kuwait,41211,United Arab Emirates,36752,,,,,
506,586,Pakistan,1990,Emigration,3341574,total,India,1921278,Saudi Arabia,556715,United Kingdom,228321,United Arab Emirates,158710,Kuwait,129928,,,,,
507,586,Pakistan,1990,Immigration,3264380,female,Afghanistan,1673100,India,1583095,Iran (Islamic Republic of),2246,Myanmar,1873,Sri Lanka,464,129564,153196,517532,655114,556580
508,586,Pakistan,1990,Immigration,2943824,male,Afghanistan,1603573,India,1333453,Iran (Islamic Republic of),1862,Myanmar,1725,Iraq,435,143874,171895,550622,714910,656701
509,586,Pakistan,1990,Immigration,6208204,total,Afghanistan,3276673,India,2916548,Iran (Islamic Republic of),4108,Myanmar,3598,Iraq,894,273438,325091,1068154,1370024,1213281
510,586,Pakistan,1995,Emigration,1995667,female,India,863727,Saudi Arabia,393823,United Arab Emirates,172353,United Kingdom,137138,United States of America,104027,,,,,
511,586,Pakistan,1995,Emigration,1347868,male,India,773528,Saudi Arabia,176732,United Kingdom,130039,United States of America,55766,United Arab Emirates,53397,,,,,
512,586,Pakistan,1995,Emigration,3343535,total,India,1637255,Saudi Arabia,570555,United Kingdom,267177,United Arab Emirates,225750,United States of America,159793,,,,,
513,586,Pakistan,1995,Immigration,1951223,female,India,1324803,Afghanistan,620083,Iran (Islamic Republic of),1685,Myanmar,1559,Indonesia,283,69076,78887,279219,388277,342062
514,586,Pakistan,1995,Immigration,1718085,male,India,1120376,Afghanistan,592489,Myanmar,1441,Iran (Islamic Republic of),1375,Iraq,226,78467,90701,304191,433428,412116
515,586,Pakistan,1995,Immigration,3669308,total,India,2445179,Afghanistan,1212572,Iran (Islamic Republic of),3060,Myanmar,3000,Indonesia,502,147543,169588,583410,821705,754178
516,586,Pakistan,2000,Emigration,2055796,female,India,702733,Saudi Arabia,405412,United Arab Emirates,232033,United Kingdom,158388,United States of America,149665,,,,,
517,586,Pakistan,2000,Emigration,1342609,male,India,650498,Saudi Arabia,180813,United Kingdom,152138,United States of America,79486,United Arab Emirates,73749,,,,,
518,586,Pakistan,2000,Emigration,3398405,total,India,1353231,Saudi Arabia,586225,United Kingdom,310526,United Arab Emirates,305782,United States of America,229151,,,,,
519,586,Pakistan,2000,Immigration,2249960,female,India,1169500,Afghanistan,1074476,Iran (Islamic Republic of),1620,Myanmar,1382,Iraq,310,70330,76313,288995,451264,413280
520,586,Pakistan,2000,Immigration,1931952,male,India,991829,Afghanistan,935211,Iran (Islamic Republic of),1320,Myanmar,1280,Iraq,276,81444,89539,321534,515662,509343
521,586,Pakistan,2000,Immigration,4181912,total,India,2161329,Afghanistan,2009687,Iran (Islamic Republic of),2940,Myanmar,2662,Iraq,586,151774,165852,610529,966926,922623
522,586,Pakistan,2005,Emigration,2387732,female,India,647902,Saudi Arabia,511418,United Arab Emirates,295139,United Kingdom,195270,United States of America,131001,,,,,
523,586,Pakistan,2005,Emigration,1508762,male,India,602405,Saudi Arabia,212742,United Kingdom,185068,United States of America,130536,United Arab Emirates,88672,,,,,
524,586,Pakistan,2005,Emigration,3896494,total,India,1250307,Saudi Arabia,724160,United Arab Emirates,383811,United Kingdom,380338,United States of America,261537,,,,,
525,586,Pakistan,2005,Immigration,1708514,female,India,1118565,Afghanistan,584712,Myanmar,1325,Iran (Islamic Republic of),1319,Indonesia,239,57138,52745,226481,345929,319242
526,586,Pakistan,2005,Immigration,1462618,male,India,949582,Afghanistan,508765,Myanmar,1226,Iran (Islamic Republic of),1062,Indonesia,184,66236,62060,252529,396244,394307
527,586,Pakistan,2005,Immigration,3171132,total,India,2068147,Afghanistan,1093477,Myanmar,2551,Iran (Islamic Republic of),2381,Indonesia,423,123374,114805,479010,742173,713549
528,586,Pakistan,2010,Emigration,3242092,female,Saudi Arabia,680304,United Arab Emirates,657520,India,593071,United Kingdom,249836,Kuwait,169400,,,,,
